,Title,Views,Channel,Comment Count,Likes,Dislikes,Tags,Favourite Count,Video ID
0,"Hurricane Dennis Video - Key West and Ft. Walton Beach, Florida",383232,Ultimate Chase,80,572,56,"['hurricane', 'wind', 'cyclone', 'video', 'footage', 'danger', 'disaster', 'tropical', 'mike theiss', 'ulitmate chase', 'key west', 'florida', 'powerflash', 'power flash']",0,EIIvidBLuMU
1,boyfriends?,118587,Yasser Siddiqui,65,784,7,"['its', 'always', 'sunny', 'in', 'philadelphia']",0,uJmOs25IaNs
2,SPOOKY HURRICANE MATTHEW SKULL IMAGE! Natalie & Dennis Show!,93652,Natalie & Dennis Show,411,2290,55,"[""Dennis'Outlet"", 'NataliesOutlet', 'Vlogs', 'DailyVlogs', 'Orlando', 'Best', 'Comedy', 'Funny', 'Challenge', 'hurricane matthew', 'florida', 'casual', 'sister', 'eating', 'talking', 'daily', 'hurricane', 'skull image', 'spooky', 'halloween']",0,BLvUXSKLI28
3,2005 Atlantic Hurricane Season Animation (Version 3),68834,Force Thirteen,232,264,10,"['2005', 'Atlantic', 'Hurricane', 'Season', 'Hurricane Dennis', 'Hurricane Katrina', 'Hurricane Emily', 'Hurricane Wilma', 'Hurricane Rita', 'Animation', 'Storm', 'Thunder', 'Lightning', 'Rain', 'Tornado', 'Weather', 'Disaster', 'Flood', 'Wind', 'Record']",0,APqqJNUwvE8
4,"Hurricane Floyd- Conway, SC September 16th, 1999 (High Quality)",42677,Scott McPartland - Extreme Weather Photography,76,135,11,"['Hurricane Floyd', 'hurricanes', 'hurricane', 'video', 'September', '1999', '1992', 'Hurricane Andrew', 'Hurricane Katrina', '2005', 'Charley', '2004', 'tropical', 'storm', 'surge', 'damaging', 'winds', 'Category', 'five', 'Florida', 'South', 'Carolina', 'thunderstorms', 'lightning', 'severe', 'weather', 'clouds', 'typhoons', 'typhoon']",0,8RsNOAxIZys
5,Hurricane forces Morrow to hold on tight,28305,The Weather Channel,29,43,2,"['Jeff', 'Morrow', 'The', 'Weather', 'Channel', 'Hurricane', 'Dennis', 'wind']",0,WzvAZgiBoKU
6,Kitesurfing Hurricane Big Air,25134,Mike Browning,5,5,18,"['kites', 'kitesurfing', 'hurricane', 'beach', 'waves', 'big', 'air']",0,tYEZ2KxEvKw
7,Hurricane Dennis local forecast 7/10/05 11:08am: Clip 4,21197,Dj0287,20,23,1,"['Hurricane', 'Dennis', 'TWC', 'local', 'forecast', 'Gulfport', 'Pensacola']",0,OKtedfpBB4A
8,Dennis Miller Workshops Hurricane Irma Material On The Radio,15592,The Majority Report w/ Sam Seder,90,336,8,"['Majority report', 'sam seder', 'tyt network', 'the young turks', 'young turks', 'tyt', 'news', 'politics', 'socialism', 'socialist', 'feminism', 'podcast', 'our revolution', 'progressive news', 'Trump 2016', 'Trump Train', 'Trump rally', 'trump protester', 'Trump amazing speech', 'Trump Supporter', 'donald trump', 'trump', 'trump news', 'donald trump news', 'andy kindler', 'dennis miller', 'Radio', 'hurricane', 'hurricane irma', 'irma', 'climate change', 'global warming', 'paris agreement', 'paris accord']",0,F9KTgytGVEk
9,TWC Hurricane Dennis Coverage 2005,15308,Dj0287,20,20,1,"['TWC', 'Hurricane', 'Dennis']",0,PmWw-ot13Io
