,Title,Views,Channel,Comment Count,Likes,Dislikes,Tags,Favourite Count,Video ID
95,EVIL! in Hurricane Dean,4685113,pushherenow,6446,0,0,"['face', 'in', 'hurricane', 'dean', 'clouds', 'ghost', 'Storm', 'Rain', 'Tornado', 'Def', 'Thunder', 'Tornado (Ship Class)', 'Lightning', 'Weather', 'Hurricane Dean (Tropical Cyclone)', 'Disaster', 'Flood', 'Wind', 'Evil', 'Thunderstorm', 'Resident Evil', 'Jam', 'Leppard', 'Storms', 'Thunder (Musical Group)', 'Moon', 'Severe']",0,_iUjy1tpyuU
62,'Holy Smokes' Hurricane Dean from Space,1087194,NASA Johnson,685,1697,169,"['hurricane', 'dean', 'space', 'nasa', 'STS-118', 'storm', 'station', 'shuttle', 'endeavour']",0,FxFOm8BC4GE
475,Hurricane Luis eye from space,544287,rdtony,110,297,15,"['eyewall', 'eye', 'hurricane', 'satellite']",0,S5725Etc4bI
430,Hurricanes: How to build a safer wooden house,372758,IFRC,16,940,54,"['Red', 'Cross', 'International', 'Crescent', 'IFRC', 'Disaster', 'Relief', 'Preparedness', 'Health', 'Humanitarian', 'Assistance', 'Volunteers', 'Humanity', 'Tutorial', 'construction', 'Jamaica', 'Red Cross', 'Roof', 'Hurricane strap', 'Shelter', 'Safe']",0,vp7FxW0Ze6Y
482,"Huracan Dean Santo Domingo, Republica Dominicana",198118,Priamo Mendez,23,98,17,"['Dean', 'hurricane', 'huracan', 'santo', 'domingo', 'priamo', 'malecon', 'storm', 'tormenta', 'olas', 'waves', 'sea', 'damage']",0,SnOIc5qxH6c
405,Landing in hurricane DEAN MKJS Jamica,180218,germydog,151,70,234,"['Landing', 'a', 'level-d', '767', 'in', 'Hurricane', 'Dean', 'FSX', 'sp1', 'crosswind', 'landings']",0,XK7u05wrFQI
474,Aruba - one happy island,149977,ReysWrap,58,56,19,"['aruba', 'radisson', 'palm', 'beach', 'sunny', 'before', 'hurricane', 'Dean']",0,zIJyYSSfy5s
73,Flight through eye of Hurricane Dean,140173,NOLA.com,21,80,44,"['hurricane', 'dean', 'eye', 'hunters', 'nola.com', 'milena', 'merrill', 'jon', 'donley', 'Hurricane Dean (Tropical Cyclone)', 'Storm']",0,_Dgwt10J2fc
84,Hurricane Dean St Lucia,136425,Juan Espinoza,78,85,16,"['Dean', 'Hurricane', 'Aug', '2007']",0,BJjNgDIKPkU
29,Hurricane Dean film mistake,130185,Juan Soto,78,143,22,"['hurricane', 'dean', 'mistake', 'fueradeliga']",0,SGtf9SDWvIY
31,Hurricane Dean Aruba 18 aug. 2007,96643,Bamboo Nation,23,37,10,"['Waves', 'Surfing', 'Hurricane', 'Aruba']",0,h2mVSt2tsCw
4,Hurricane Dean Deadly Flash Flood Video,84325,Ultimate Chase,7,50,6,"['Hurricane', 'Dean', 'Video', 'Flash', 'Flood', 'Dominica', 'Lesser', 'Antilles', 'Caribbean', 'Wind', 'Danger', 'Water', 'video', 'footage', 'cyclone', 'islands']",0,eyw7NOp_P6A
472,"Huracán Dean, La Película.",74680,Conrado Mejia,23,75,10,"['Huracán', 'Dean', 'Ciclón', 'Santo', 'Domingo', 'Dominicana', 'Dominican', 'Malecón', 'Tormenta', 'Storm', 'Ola', 'Wave', 'Mar', 'Sea', 'Marea', 'Tide', 'Erosión', 'Caribe']",0,VOU_Tg6fylc
0,Video of Hurricane Dean!!  TornadoVideos.net in Jamaica!,66239,Reed Timmer,50,140,20,"['Hurricane', 'Dean', 'Jamaica', 'video', 'footage', 'storm', 'chaser']",0,JPTgZ0acjfI
443,747 Landing in St. Maarten during a Hurricane,56881,William Clark,0,0,0,"['SXM', 'Princess', 'Juliana', 'airport', 'Boeing', '747-400', '747', 'Corsair', 'Landing', 'St', 'Martin', 'Maarten', 'Hurricane', 'Dean']",0,R_LWMdyvnJw
6,Jamaica Prepares For Hurricane Dean,52907,Beau Dodson,39,46,9,"['hurricane', 'dean', 'august', '2007', 'jamaica', 'beau', 'dodson']",0,2CZNfC-imj8
495,TWC Hurricane Ivan coverage 2004: Clip 1,37787,Dj0287,42,37,3,"['TWC', 'Hurricane', 'Ivan', '2004']",0,MGcCl8jBWC8
435,CYCLONE DEAN PREMIERES IMAGES MONDIALES,37163,bondamanjak,4,17,8,"['Dean', 'Martinique', 'guadeloupe', 'antilles', 'cyclone', 'hurricane']",0,sxcNR1BMXIU
12,Raw Video of Hurricane Dean Tearing Through the Caribbean,36403,AssociatedPressNews,14,23,4,"['Raw', 'Video', 'of', 'Hurricane', 'Dean', 'Tearing', 'Through', 'the', 'Caribbean']",0,malBGsWMrSY
306,"jamaica montego bay , dean hurricane",35386,ulhasnagar,0,15,2,"['dean', 'hurricane', 'jamaica']",0,SOsRooqd-UE
412,Cyclone DEAN / hurricane DEAN - La vidéo !,34557,Jean Yves NEGO,1,16,4,"['cyclone', 'dean', 'hurricane', 'thyphon', 'ouragan', 'martinique']",0,r86Y4fXPjRA
1,Hurricane DEAN - Categoría 5 -  (2007),32810,Ermuleto,16,76,6,"['hurricane', 'huracan', 'huracanes', 'ciclon', 'ciclones', 'Dean', 'cazahuracanes', 'hurricanehunters', 'tropical', 'tormenta']",0,tWggRVseu1s
75,Hurricane Dean,31898,Marvin del Cid,4,36,4,"['Hurricane', 'Dean', 'huracán', 'ciclón', 'storm']",0,mwZdfqxN4Ek
404,"Party one night before Hurricane Dean, Senor Frogs, Cancun",31718,Roman Danuser,0,3,2,"['Cancun', 'Dean', 'Hurricane', 'Party', 'Night', 'Senor', 'Frogs']",0,-J3mRblAYg4
476,a CYCLONE DEAN MARTINIQUE,31401,Cinthula,1,12,2,"['Cyclone', 'dean', 'furacao', 'ouragan', 'martinique', 'martinica', 'ciclone']",0,3d7aQZTNKbA
364,Hurricane Dean near Aruba,31279,zorphia777,5,29,7,"['Aruba', 'Hurricane', 'Dean', 'Waves', 'Sea', 'Atlantic']",0,nVQIqH17wtU
361,Hurricane Dean,29550,Hugo Enrique Balbuena Acevedo,6,25,1,"['hurricane', 'dean', 'Dominican', 'Republic', 'huracan', 'Republica', 'Dominicana', 'Jamaica', 'big', 'waves']",0,G3HxAY4J460
156,"Huracan Hurricane Dean ""en vivo"" ""live""",28629,Raal PMX,5,26,1,"['hurricane', 'huracan', 'dean', 'effects', 'vivo', 'live', 'film', 'chetumal']",0,SgmeepeKwRk
17,Hurricane Dean Satellite Timelapse,28606,James S,4,17,1,"['Hurricane', 'Dean', 'Storm', 'Atlantic', 'Gulf', 'Jamaica', '2007', 'Season', 'Weather', 'Satellite', 'Clouds']",0,gUuG63EO6bs
483,Huracán Dean - Chetumal,28030,tanatos2005,9,45,7,"['Huracán', 'Dean', 'Chetumal', 'Hurrican', 'quintana', 'roo', 'mahahual']",0,aaK5f6CbgFc
477,Our World: What is a Hurricane?,26874,NASAeClips,7,49,6,"['environment', 'hurricane', 'NASA', 'atmosphere', 'weather', 'meteorologist', 'eClips', 'NIA', 'Our', 'World']",0,coeHw6QCxJ8
93,Cancun beach 12 hours before Hurricane Dean,25895,Cancuncare,4,7,1,"['hurricane', 'dean', 'cancun', 'beach', 'mexico']",0,VB0ReQZDjo0
32,Hurricane Dean South Puerto Rico,25440,Lunashitzu,6,16,1,"['Hurrican', 'Dean', 'Puerto', 'Rico', 'South', 'Ponce', 'Sur', 'Huracán']",0,NzkGqLKin7E
68,Hurricane Dean is near cat5,24765,ravkin2,4,9,3,"['Hurricane', 'Dean', 'Super', 'Typhoon', 'Tropical', 'Cyclone', 'Storm', 'Warning', 'Fun', 'Smile', 'Nice', 'Terminator', 'Harry', 'Potter', 'Lord', 'of', 'the', 'rings']",0,CGjhqcn9prQ
106,Cayman Islands Hurricane DEAN 16 Foot Waves,24723,cfrankard,10,27,13,"['Hurricane', 'Dean', 'Cayman', 'islands']",0,v6i-VnCJDSg
424,"Cronica de un huracan ""DEAN"" Parte 1",23853,luizao83,12,62,7,"['Huracan', 'Dean']",0,cA4hoDacUUI
2,Hurricane Dean Coverage: 8/18/07,22091,Michael Enfield,18,47,3,"['Hurricane', 'Dean', 'tropical', 'storm', 'twc', 'the', 'weather', 'channel', 'coverage']",0,64cwbvhC-q4
