,Title,Views,Channel,Comment Count,Likes,Dislikes,Tags,Favourite Count,Video ID
152,New Orleans Fire Department thru Hurricane Katrina & Rita,1134,Michael Williams,0,5,0,"['Lightning', 'Fire', 'Storm', 'nofd', 'Tornado', 'Weather', 'Rain', 'New Orleans (City/Town/Village)', 'Tropical Cyclone (Disaster Type)', 'Hurricane Katrina (Tropical Cyclone)', 'Hurricane Rita (Tropical Cyclone)']",0,ZiGe7N6OV78
153,Hurricane Rita Party,1110,jdchiller,2,2,0,"['Rita', 'Dismukes']",0,qmpQLW_jOug
154,Hurricane,1083,Taz 271,0,4,0,"['Jo', 'Dee', 'Messina', 'Tomorrow', 'is', 'another', 'day', 'Hurricane', 'natural', 'disaster', 'hard', 'times', 'hope', 'music', 'overcoming', 'tragedy', 'and', 'loss']",0,ks1YM5MimX0
155,Hurricane Rita,1082,txmum2threeboys,0,0,0,"['hurricane', 'storm']",0,UYRFI0AvMZY
156,Rita Evacuations,1076,BillWhiteHouston,0,2,0,"['Houston', 'Rita', 'Katrina', 'Hurricane', 'Mayor']",0,r3DCP2V84oo
157,Hurricane Rita Video - Texas - 9/24/2005 Port Arthur Texas - Part 7,1060,StormChasingVideo,0,2,0,"['Hurricane Rita', 'Port Arthur', 'TX', 'Texas', 'hurricane', 'Severe', 'Weather', 'Storms', 'Tropical Cyclone', 'Typhoon', 'storm', 'suge', 'landfall', 'damage', 'news', 'Hurricanes', '2005', 'Extreme', 'Wind', 'BNVN', 'StormChasingVideo.com', 'aviation']",0,iIDA-Da9Sp0
158,"Hurricane Rita, Miami FL",1006,tomaszschafernaker,0,3,0,"['Hurricane', 'Rita']",0,EYilHmjLMBE
159,Hurricane Rita Video - Key West Florida - 9/20/2005 - Part 6,996,StormChasingVideo,0,1,0,"['Hurricane Rita', 'Key West', 'Florida', 'FL', 'TX', 'Texas', 'Cat 5', 'hurricane', 'Severe', 'Weather', 'Storms', 'Tropical Cyclone', 'Typhoon', 'storm', 'suge', 'landfall', 'damage', 'news', 'Hurricanes', '2005', 'Extreme', 'Wind', 'BNVN', 'StormChasingVideo.com', 'Storm Chasers', 'Hurricane Chasing', 'Hurricane Chasers', 'Weather Paparazzi']",0,kxqOkPgoVbA
160,Hurricane Rita Evac Sept 22 2005,992,teachtj,2,3,2,"['Hurricane', 'Rita', 'evaucation.', 'Sid', 'Rose', 'Jr.']",0,ovGp49rkxuE
161,Fox News: Rita evacuees are returning,983,BillWhiteHouston,0,1,0,"['Houston', 'Rita', 'Hurricane', 'Mayor', 'Bill', 'White']",0,GAGi5q7rgJo
163,Hurricane Rita 2005,951,P. C. Prosperie,2,3,1,"['animoto', 'Hurricane', 'Rita', 'Southeast', 'Texas', '2005', 'stormwinds.info']",0,3kfIWxrxRI4
162,Surviving Rita: Looking Forward,950,LUTV Productions,0,3,1,"['LUTV', 'Lamar University Communication', 'C. Wyatt Cagle', 'Scott Mitchell', 'Jason Miller', 'Joel Love', 'James Brown', ""O'Brien Stanley"", 'Gordon S. Williams', 'Larry Elliott', 'James Simmons', 'Joe Deshotel', 'Dana Meloncan', 'Hurricane Rita', 'Southeast Texas', 'KFDM', 'KBTV', 'KBMT']",0,y4Sfh9yF--g
164,"Hurricane Rita Recovery, East Texas State Parks - Texas Parks and Wildlife [Official]",930,Texas Parks and Wildlife,2,4,0,"['texas', 'parks', 'wildlife', 'pbs', 'television', 'tv', 'hurricane', 'rita', 'martin', 'dies', 'jr.', 'state', 'park', 'village', 'creek', 'recovery', 'habitat', 'volunteer', 'jasper', 'beaumont', 'big', 'thicket']",0,Z1t0E2JZUD8
165,Hurricane Rita 10-21-12,929,HorseWomaninjc,0,0,0,"['Super nice racking horse', 'smooth gaits', 'trail horse', 'amazinggaits.com Horses']",0,qVIenFdxJ4o
166,Hurricane Rita Radar Loop from 9/20/2005,912,NWSKeyWest,0,4,0,['__UNKNOWN__'],0,fb9_x4Jz4Xw
167,Hurricane 360: Prepping to Cover the Storm,884,The Weather Channel,0,4,1,['__UNKNOWN__'],0,rAx94PTu5yE
168,"Hurricane Rita Damage in Spring, TX",878,Extremeweatherguy,1,4,0,"['Hurricane', 'Rita', 'Houston', 'Damage']",0,p0jBEV_bU9M
169,"""Rita"" Short Movie Trailer",872,Sdigitalstudios,1,5,1,['__UNKNOWN__'],0,Y0rT1ONmysI
170,Hurricane Rita,853,thecatsass1,0,1,0,['rita'],0,IC2B2EkBSQI
171,My song about Hurricane Rita,839,jspkt2002,1,3,0,"['minority', 'report', 'hurricane', 'rita', 'hurricanerita', 'port', 'arthur', '3rdlegent', 'PV', 'P.A.', 'UGK', 'hip-hop', 'rap', 'Gustav', 'HurricaneGustav', 'New', 'Orleans']",0,LqFsmQlL6Aw
172,Hurricane Rita Remembered,828,kelley roberts,0,4,1,"['Hurricane', 'Rita']",0,K55RqbAqfVU
173,Hurricane Rita Garage Fire - Part 1,808,Shay Luedeke,3,3,0,"['Garage fire', 'Hurricane Rita', 'Needville Texas', 'Needville Fire Department', 'www.needvillevfd.org', 'Volunteer Fire Fighting']",0,PWhkPZt2dxI
174,Hurricane Rita First Report (HurricaneNow),804,hurricanenow,0,0,0,"['Hurricane', 'Rita', 'Video']",0,G-vfyMS_r-k
175,Lessons Learned - Hurricane Rita,774,Meteorologist John Dawson,0,1,0,"['Hurricane Rita (Tropical Cyclone)', 'Houston (City/Town/Village)', 'Contraflow', 'Bill White (Politician)']",0,OC2jqqpMDRw
176,Hurricane Rita Documentary,765,Justin,0,3,0,['__UNKNOWN__'],0,-N9xKl7wAxo
177,"Hurricane Rita In FL Keys (Sept 20, 2005)",756,cdcollura,0,5,1,"['Storm', 'Hurricane', 'Chasing', 'Rita', 'Key', 'West', 'Florida', 'Tropical', 'Cyclones', 'Eye', 'Eyewall', 'Destructive', 'Winds', 'Surge']",0,CDfwTAreC1M
178,Hurricane Rita in Florida 2005,728,SilvanaBee,0,1,1,"['Hurricane', 'Rita', 'Sanibel', '2005']",0,IIJBSIIDcMo
179,Hurricane Rita: 5 Years Later,727,This Week in Louisiana Agriculture,0,4,0,"['TWILA', 'Louisiana Farm Bureau', 'LFBF', 'Agriculture', 'Farming', 'Farmers', 'Crops', 'Louisiana', 'Mike Danna', 'Michael Danna', 'A.J. Sabine', 'Hurricane Rita', 'Errol Domingue', 'Louisiana Public Broadcasting', 'LPB', 'Rice', 'Sugarcane', 'Storm Surge', 'Vermilion Parish']",0,ImI25PE3WDU
180,HurriCaNE Rita RePorT,725,nataliacapitaine,0,0,1,"['HuRrICanE', 'ReporT...', 'NaTAliA']",0,tCDo0Pm2R1U
181,The 1700 | AmeriCorps*NCCC | 3 - Hurricane Rita Recovery,723,Trevor Brightman,2,3,0,"['AmeriCorps*NCCC', 'AmeriCorps', 'NCCC', 'National Service', 'Community Service', 'Year of Service', 'Class 12', 'Class XII', 'Western Region', 'AmeriCorps Alums', 'Volunteer', 'Nonprofit', 'Green Five', 'Green 5', 'The 1700', 'The 1700 Movie', 'Travel', 'Louisiana', 'Cameron Parish', 'Lake Charles', 'Hurricane Rita', 'Disaster Recovery', '2005', 'Hurricane Recovery', 'Tent City', 'Natural Disaster', 'Cajun', 'McNeese State', 'Yurt', 'First responder', 'KPLC', 'Bell City LA']",0,eXsWUz4U9L4
182,"Hummingbirds trying to flee from Hurricane Rita, 2005",717,ffman21,0,1,1,['Hummingbirds'],0,N7a_hqrF-sM
183,"Hurricane Rita Impact on Las Vegas? KLAS Eyewitness News Sept. 23, 2005",693,Vegas Past Newscasts ... The Las Vegas TV Newscasts Scrapbook,0,3,0,['KLAS-TV (TV Station)'],0,3X4lScIEQK0
184,Hurricane Rita Video - Texas - 9/23/2005 - Part 1,686,StormChasingVideo,0,5,0,"['Hurricane Rita', 'Port Arthur', 'TX', 'Texas', 'hurricane', 'Severe', 'Weather', 'Storms', 'Tropical Cyclone', 'Typhoon', 'storm', 'suge', 'landfall', 'damage', 'news', 'Hurricanes', '2005', 'Extreme', 'Wind', 'BNVN', 'StormChasingVideo.com']",0,OmoMTGCfNh8
185,Shomari Stone Reports for CNN / Hurricane Rita,676,Shomari Stone,0,0,1,"['Shomari', 'Stone', 'Reports', 'Hurricane', 'Rita', 'Danny', 'Lyon']",0,YOddUXOeWZ8
186,Hurricane Rita (2005) | Hurricane History,659,GhostHunter94,0,1,0,"['Tropical Cyclone (Disaster Type)', '2005 Atlantic Hurricane Season (Tropical Cyclone Season)', 'Hurricane Rita (Tropical Cyclone)']",0,II2-j_int5A
187,Hurricane Rita Video - Texas - 9/24/2005 Port Arthur Texas - Part 4,631,StormChasingVideo,1,3,1,"['Hurricane Rita', 'Port Arthur', 'TX', 'Texas', 'hurricane', 'Severe', 'Weather', 'Storms', 'Tropical Cyclone', 'Typhoon', 'storm', 'suge', 'landfall', 'damage', 'news', 'Hurricanes', '2005', 'Extreme', 'Wind', 'BNVN', 'StormChasingVideo.com', 'ufo']",0,BmBl6ABJPQk
188,"Hurricane Rita & Orange County, Texas response.",624,ponderosafd,0,4,0,"['orange', 'county', 'edited']",0,w6BdM7WglY4
191,Hurricane Rita Video - Texas - 9/23/2005 - Part 2,623,StormChasingVideo,2,5,0,"['Hurricane Rita', 'Port Arthur', 'TX', 'Texas', 'hurricane', 'Severe', 'Weather', 'Storms', 'Tropical Cyclone', 'Typhoon', 'storm', 'suge', 'landfall', 'damage', 'news', 'Hurricanes', '2005', 'Extreme', 'Wind', 'BNVN', 'StormChasingVideo.com', 'ambulance']",0,VobaVzywDNM
189,hurricane rita clean up,622,Ninja,0,1,1,"['garbage', 'trash', 'jump', 'louisiana', 'rita', 'hurricane']",0,463PxxFn1yE
190,Hurricane Rita Relief Effort September 2005,620,studiomiguel,0,5,2,"['RitaRelief', 'DentonTX']",0,NWjj-0PPJxA
192,"Hurricane Rita from the ISS (Sep 21, 2005)",615,Force Thirteen,0,8,0,"['Hurricane Rita', 'International Space Station (Satellite)', 'Hurricane', 'Rita', 'Hurricane 2005', 'Hurricane Texas', 'Hurricane Louisiana']",0,1glSk63J0UA
193,Hurricane Wilma MODIS Progression,615,ItsARandomChannel,0,1,4,"['Hurricane', 'Wilma', 'MODIS', 'Progression', '2005']",0,0cs1Npq_Nb0
194,Hurricane Rita Video - Texas - 9/24/2005 Port Arthur Texas - Part 9,611,StormChasingVideo,1,2,0,"['Hurricane Rita', 'Port Arthur', 'TX', 'Texas', 'hurricane', 'Severe', 'Weather', 'Storms', 'Tropical Cyclone', 'Typhoon', 'storm', 'suge', 'landfall', 'damage', 'news', 'Hurricanes', '2005', 'Extreme', 'Wind', 'BNVN', 'StormChasingVideo.com']",0,6_7ktSSMkP0
195,Hurricane Rita changes course,611,BillWhiteHouston,0,0,0,"['Houston', 'Rita', 'Hurricane', 'Mayor', 'Bill', 'White']",0,0cBwC08DzIc
196,"Evacuees remember Hurricane Katrina, Rita",599,40/29 News,0,0,0,"['gulf coast', 'gulf of mexico', 'hurricane', 'katrina', 'rita', 'arkansas', 'evacuees', 'tony russell']",0,zTaIFmq0drg
197,Hurricane Rita Disaster Relief,595,bstone01,0,1,0,"['mission', 'trip', 'Moss', 'Bluff', 'LA', 'disaster relief', 'Louisiana', 'First Baptist Church', 'Moss Bluff', 'Hurricane Rita']",0,LFG1uRPSgRs
198,Hurricane Rita - 2005 - JASheldon2,590,UltimatePleaser,0,0,1,"['Hurricane', 'Rita', '2005', 'JASheldon2', 'Sonesta', 'Hotel']",0,QVa6UUtRf5M
199,Hurricane Rita Coverage (9/24/05 - 10pm) - CNN,584,Storm Coverage,1,4,0,['__UNKNOWN__'],0,-4vpXYzJnP0
200,Hurricane Rita tracked by the Doppler radar at the Lake Charles office of the National Weather Servi,563,NOLA.com,0,1,0,"['4501723389001', 'hurricane Rita', 'cat1_News', 'cat2_Katrina', 'hurricane katrina 2010', 'national hurricane center', 'News', 'br-homepage', 'hurricane', 'homepage', 'hurricane katrina']",0,lGCGKlkECUQ
201,George Town's Hurricane Rita Aftermath Video (1/2),556,Brad Town,0,1,0,"['hurricane', 'rita', 'aftermath']",0,HnmRohGyB30
